,BREAST_BT549,BREAST_HS578T,BREAST_MCF7,BREAST_MCF7ADRr,BREAST_MDAMB231,BREAST_MDAMB435,BREAST_MDN,BREAST_T47D,CNS_SF268,CNS_SF295,CNS_SF539,CNS_SNB19,CNS_SNB75,CNS_U251,COLON_COLO205,COLON_HCC2998,COLON_HCT116,COLON_HCT15,COLON_HT29,COLON_KM12,COLON_SW620,LEUK_CCRFCEM,LEUK_HL60,LEUK_K562,LEUK_MOLT4,LEUK_RPMI8266,LEUK_SR,MELAN_LOXIMVI,MELAN_M14,MELAN_MALME3M,MELAN_SKMEL2,MELAN_SKMEL28,MELAN_SKMEL5,MELAN_UACC257,MELAN_UACC62,NSCLC_A549,NSCLC_EKVX,NSCLC_H226,NSCLC_H23,NSCLC_H332M,NSCLC_H460,NSCLC_H522,NSCLC_HOP62,NSCLC_HOP92,OVAR_IGROV1,OVAR_OVCAR3,OVAR_OVCAR4,OVAR_OVCAR5,OVAR_OVCAR8,OVAR_SKOV3,PROSTATE_DU145,PROSTATE_PC3,RENAL_7860,RENAL_A498,RENAL_ACHN,RENAL_CAKI1,RENAL_RXF393,RENAL_SN12C,RENAL_TK10,RENAL_UO31
S56151_s_at,-0.767134372,0.89479011,-0.208766082,-0.256519213,-0.547567995,1.247612213,1.151565526,0.300428911,-0.050068336,-1.313102741,-0.4812255,-1.014444426,0.718998102,0.161982141,-0.991174647,-0.10520989,-0.590636717,-1.313102741,-0.394716507,-1.313102741,0.13050391,-0.991174647,-0.92353593,-0.699571089,-0.11146888,-0.433396975,-0.838017859,-1.014444426,1.271859759,1.333059916,0.955930405,2.03880822,0.08743519,-0.020320992,0.020320992,-0.032146428,1.373957947,-0.284533589,0.161982141,-1.313102741,0.546866807,1.84717209,0.746944642,0.048665618,0.928737442,0.300428911,1.612896677,0.342249087,-0.30590724,0.814530538,0.070947065,0.156783235,-0.690172391,0.109130259,-0.547567995,0.88853112,0.426745361,-0.718554192,-0.074315882,0.232865628
L05144_at,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.347665656,0,0,0,0,0.790772038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M22632_at,-0.909487707,-2.060047384,0.122644914,0.450914536,-0.896548651,-0.118941073,0.865952035,0,0.116275389,-0.160871753,-0.767265634,1.07745614,-1.277638819,-0.038567656,0.877297008,-0.003463855,-0.337581359,0.060968017,0.354088149,-0.277638819,0.833314827,0,-0.732360019,-0.006936047,-0.277638819,-0.118941073,-0.929116514,-0.07819473,0.771829858,-0.224123309,1.054319641,-0.256820347,1.14628326,0.767771641,0.356792358,0.588418059,0.332270039,0.070883486,-0.294512637,-0.196108933,0.440754669,-0.916001014,0.380904814,-1.060047384,-0.579782262,-1.523994483,-0.803036765,-0.003463855,0.673306957,0.040930264,1.052652749,1.158733784,0.178739476,-0.252692462,0.232734366,1.284781113,-0.3419598,0.378245468,0.296096427,0.569892026
M28882_s_at,-0.135651011,1.210939138,-0.349775816,1.761255496,-0.279386488,1.549399814,1.291770213,-0.349775816,1.44931149,-0.25216502,1.235186684,-0.349775816,1.889011043,2.039790996,-0.349775816,-0.349775816,-0.349775816,-0.349775816,1.390072286,-0.349775816,-0.349775816,-0.349775816,-0.349775816,0.545526805,-0.349775816,-0.349775816,1.885951244,-0.349775816,-0.349775816,2.959109241,2.995052681,2.962017901,2.039791,1.845571782,1.650224184,-0.349775816,-0.349775816,-0.349775816,-0.349775816,-0.349775816,1.235186684,-0.349775816,1.823351617,1.564788707,-0.349775816,-0.349775816,0.506213881,1.259033426,0.882884941,-0.349775816,-0.349775816,-0.349775816,0.727467183,-0.349775816,1.277831022,1.91325859,1.576223602,0.135651011,1.372690208,2.168759323
D14657_at,-0.203869997,-1.087355989,0.884385751,0.157950825,-0.510708756,0.051842497,0.300215723,0.466174004,-0.33800667,-1.170549924,-0.183785751,0.034802594,-0.193792925,0.702121443,-0.0354439,-0.740765839,0.271408874,0.491374558,0.66937286,-1.068820037,-0.928528696,-0.017559022,0.271408874,0.232082554,0.487204917,0.096322168,-0.683242138,-0.852579843,1.049016453,-0.032447647,-0.248369457,-0.203869997,1.08946198,0.157950825,-0.755512425,0.760295404,-0.367908156,-0.664566214,0.115358948,-1.879247793,0.56047457,0.470404785,0.123441294,-0.879247793,0.017559022,-1.360374483,-1.398442524,0.214534353,-0.187113769,0.337751369,0.02620657,-0.775411982,0.131478613,-0.945336984,-0.770411301,0.932713929,-0.514884432,0.554508903,0.459804479,-0.945336984
L13698_at,2.066950244,0,0,0,0,0.713695815,0.35614381,0,0,0,0,0,2.341985747,0,0,0,0,0,0,0,0,0,0,0,0,0,3.343407822,0,1.084064265,0,0,0,0.46466827,0,0,0,0,0,0,0,0,0,0,0,0,0.887525271,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M15841_at,0.199934802,-0.807260699,-0.593135894,-0.807260699,-0.311565536,1.604165547,2.298752539,0.381773125,0.688434464,-0.807260699,-0.016488661,-0.111266886,0.381773125,0.199934802,0.072445067,-0.750677171,-0.291245552,-0.807260699,-0.807260699,-0.807260699,0.55450766,0.571250924,0.056677751,-0.395834453,0.016488661,-0.807260699,-0.120200011,0.111125535,2.233631732,1.403751494,2.529022689,0.508885043,1.40063215,0.888733114,2.534725048,0.178239731,0.303770613,-0.682932564,-0.231948368,-0.807260699,-0.451116889,-0.024852134,0.369062074,-0.301369769,1.133845612,0.508885043,-0.203189375,-0.723196434,-0.807260699,-0.184330348,-0.807260699,-0.332175816,0.461772447,0.242370069,-0.26129233,0.915205325,0.163592955,-0.807260699,0.43762636,-0.807260699
HG2797-HT2906_s_at,0.740185897,0.730503344,-0.293991218,0.349074237,1.08983141,0.250893843,0.538552036,0.773572065,1.138236042,0.440996726,-0.613451058,0.078426647,-0.483815777,-0.839959587,1.10864126,0.516184223,-0.839959587,-0.839959587,1.26101806,-0.396352936,-0.839959587,-0.839959587,-0.483815777,-0.839959587,-0.839959587,0.250893843,-0.839959587,-0.638325726,0.284368548,-0.839959587,0.851574577,-0.839959587,-0.04918755,-0.839959587,-0.839959587,-0.839959587,1.518999238,0.942448977,0.759358206,0.571466658,-0.506535854,0.829067178,0.055343034,-0.040872281,0.796954993,-0.417726587,2.50202616,-0.274362412,1.912789004,0.59299982,-0.839959587,0,-0.839959587,0.749803899,-0.839959587,0.130894067,-0.40700018,0.730503344,-0.839959587,0
HG2274-HT2370_at,-0.536916347,0.046296372,0.749964801,-0.184876935,-0.108822695,-0.465278473,-0.373417615,0.014431873,0.245492218,-0.180772537,0.056763371,0.879432097,-1.188993044,-0.946717198,0.659003863,-0.029179358,-0.721340918,0.134582904,-0.387538723,-0.510921139,-0.680202224,-0.059003574,-0.093309696,-0.794714105,-0.1166422,-0.350185309,0.018007327,0.010847536,0.160695744,-1.010847536,-0.148351059,0.41507828,1.43259838,-0.124504317,0.131285314,1.339935422,0.779756022,-0.475297229,0.393218846,0.245492218,0.359795844,0.202146188,1.118019059,0.486500317,0.137872974,1.132935051,0.674945407,-0.612298159,0.039275944,-0.590355606,0.593415521,0.452552985,-0.52646199,-0.925958638,-0.751460907,-0.010847536,-0.160423892,0.409644394,0.077472267,-1.282652151
X57579_s_at,0,3.339137385,0,0,0,0.084064265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.912649865,0,0,0,0,0,0,0,0,0,2.608809243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.014355293,2.403267722,2.881664619,0,1.735522177,3.09592442
X78565_at,0,0,0,0,0,2.117695043,2.304511042,0,0,0.35614381,0.454175893,1.839959587,3.337711092,1.682573297,0,0,0,0,0,0,0,0,0,0,0,0,0.23878686,1.459431619,3.324810603,1.195347598,3.053111336,2.845991771,0,0,1.500802053,0,0,0,0,0,0,0,0.650764559,0.695993813,0,0,0,0,0,0,0,0.378511623,0.250961574,0,0,0,0,0,0,0
HG3523-HT4899_s_at,1.079307021,0.460580539,0.726240414,-0.41126311,-0.41126311,-0.021696298,0.302432705,-0.41126311,0.499469552,-0.41126311,-0.100922989,-0.41126311,0.396091813,-0.41126311,0.638367658,-0.032751486,0.412486251,-0.41126311,-0.41126311,-0.41126311,1.440735728,0.88151864,2.865233556,1.168882375,1.284730704,1.713065025,-0.396907817,0.821397647,0.412486251,-0.124381962,0.074163718,0.202268543,1.36694547,0.559590545,-0.313652313,0.337198123,-0.41126311,-0.124381962,-0.300231797,-0.41126311,0.362733216,0.916424255,0.514736309,-0.41126311,-0.18475458,-0.043892044,-0.41126311,-0.41126311,0.559590545,0.021696298,-0.136256062,2.926447983,-0.273759586,-0.41126311,-0.273759586,1.197546133,0.164049221,-0.260703433,0.863743938,-0.18475458
U57721_at,0,0,1.480265122,0,0,1.40053793,1.384049807,0.422233001,0,1.275007047,0,0,1.641546029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.042644337,1.464668267,0,2.495695163,0.137503524,2.77610399,0.014355293,0,3.336283388,0,0,0,0.40053793,2.422233001,0,1.687060688,0,0,0,0,0,0,0,1.182692298,0,0,1.097610797,0,0,0,0,0,0
L40401_at,1.004262134,-0.129261539,-0.851727563,-0.335712416,0.356165288,0.059005099,1.28577596,1.941127789,-0.851727563,0.292318806,0.176841589,-0.182700798,0.411306843,-0.851727563,-0.851727563,0.148272437,-0.851727563,0.429228751,-0.851727563,-0.851727563,0.232336701,0.035797707,-0.564846416,-0.851727563,-0.851727563,-0.851727563,-0.588693157,-0.146855599,-0.851727563,1.408298093,1.031893253,-0.027978203,2.48312671,-0.39755167,-0.740696251,0.493100934,0.817299202,-0.851727563,0.066658671,0.104329089,0.68929159,1.06283696,-0.612940704,0.16262773,0.190916774,-0.727399428,-0.851727563,0.60244833,-0.462160752,0.232336701,0.861968252,0.504416247,-0.164666875,-0.15573375,0.324595209,-0.069318998,0.027978203,-0.295911408,0.892433532,-0.495583753
U53446_at,0,1.10433666,0,0,0,0,0.137503524,0,0,0.40053793,0,0,1.063502942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.321928095,0.555816155,0,0.214124805,3.33342373,1.063502942,0,0,0,0,0,0.584962501,0,0,0,0,0,0,0,0,0,0,0,0,0,0.839959587,0,0.855989697,0,0,0,0
X99585_at,-1.333321495,-1.262932167,0.083518247,0.136564482,-1.094534635,0.017175752,-0.297697585,0.478149536,-0.584860262,0.335705271,-0.469383044,0.067216435,0.202731406,0.787693906,0.241990836,-0.022981374,0.953559653,-0.262932167,0.655817513,0.146943627,0.600251144,0.402200683,-0.017175752,-0.064288348,0.659446936,-0.290677157,-0.999897761,-0.445796224,0.50260258,0.241990836,-0.911088494,-0.046440347,2.00010224,-0.921895249,-1.333321495,0.522668203,0.340234929,-0.222290182,-0.076310876,-0.422588833,-0.182761818,1.244409437,0.938701694,0.534574969,1.355977666,-0.297697585,-0.787353126,-0.290677157,-0.889714843,0.757531936,0.340234929,-0.297697585,0.028446865,-0.318966202,-1.333321495,1.556152048,-0.567786748,0.410839601,0.44067483,-1.333321495
M57567_at,-1.498249715,-0.794642717,1.138996177,-1.769551736,0.001823889,0.173367168,0.449282865,-0.235215309,-0.588613742,0.3324692,-1.296615853,0.217957319,1.043123518,-0.061478693,-0.498249715,0.848200699,0.620394782,-0.069112018,-1.983676542,0.107176889,0.344010822,0.160369828,-1.437708173,0.173367168,-0.328324713,-0.001823889,-0.323751983,-1.323751983,1.048424301,0.41412642,-0.042570231,-0.661748447,1.34831524,-0.45760773,-1.983676542,-0.413213611,0.363989115,-0.422961587,0.949896096,-1.08837392,-0.77578369,0.736601923,-0.583138612,0.880261909,-0.084500911,-0.127686844,0.411386258,-0.769551736,-1.983676542,0.019925695,0.392057997,0.163630157,0.143956738,0.443929631,-0.038818096,0.625132701,0.326663579,0.288346647,0.270312724,-0.644539157
D28589_at,-0.643503209,-0.672503081,0.79555752,0.522428723,-0.436573905,1.225081353,1.67555099,0.900201954,-0.196522817,-1.175613827,-0.442805859,0.398932057,-1.046627387,-0.134683563,0.027373195,0.076132507,-0.060935223,-0.149896657,0.779586563,0.766141032,1.465333283,0.229007056,1.217197754,1.256191885,-0.134683563,-0.01378413,-1.424190181,-0.643503209,0.022857714,-1.65069871,0.550935151,-0.802701804,1.29228489,0.560313483,-0.859926672,-0.580309382,0.01378413,-1.500139034,0.282873928,-1.65069871,0.9698877,0.725035828,-0.876702385,-0.694642058,0.636182437,0.263865813,0.760727535,0.16077232,0.499860966,-1.580309382,-0.566634446,0.309071445,-1.436573905,-1.65069871,-1.65069871,0.232922106,-1.474375938,0.16077232,-0.778855062,-1.65069871
X90872_at,1.089304198,1.579802015,-0.416586732,-0.02701992,-0.177799872,0.058498151,0.068840096,0.983951198,-0.318975935,1.37000963,1.079108431,-0.318975935,2.165969271,2.902453084,2.550581876,0.02701992,-0.416586732,-0.416586732,1.691101138,-0.416586732,1.411232293,-0.240263959,1.646916211,0.39076819,-0.416586732,1.31459651,0.058498151,-0.318975935,0.099428415,-0.402231439,-0.416586732,0.646916211,0.48645154,-0.279083208,-0.416586732,-0.202461926,0.47871589,-0.190078202,0.224959297,-0.416586732,1.681024065,-0.416586732,-0.416586732,-0.416586732,-0.416586732,-0.416586732,1.486451538,2.539469921,-0.416586732,-0.416586732,-0.416586732,1.664070932,0.149010444,-0.416586732,-0.416586732,0.852446415,0.41529051,0.486451538,-0.141579684,-0.21495287
M31551_s_at,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.22650853,0,0,3.319039816,0,0,0,0,0,0,0,0,0,0,0,0,1.3950628,0,0,0,0,0,0,0,0,0,0,0,0,0,3.061776198,0,0
HG3945-HT4215_at,0,0,0,0,0,1.422233001,1.378511623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.641546029,1.40599236,1.316145742,0,0,0,1.700439718,0,0,0,0,3.316145742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.485426827,1.432959407,0,0,0,0
X04085_rna1_at,-0.559711291,-0.559711291,-0.559711291,-0.559711291,-0.559711291,-0.503127763,-0.559711291,1.020434193,-0.531142139,-0.559711291,-0.559711291,0.411142363,1.429427716,0.100213267,1.095640537,0.750628829,0.109315474,-0.559711291,-0.559711291,1.304227159,0.418484338,0.496872237,2.754985234,1.053820362,-0.559711291,-0.559711291,-0.559711291,-0.545355998,0.941090762,0.425789139,0.64192257,0.053820362,1.61341614,0.715295756,-0.261052976,0.418484338,0.351021371,-0.559711291,-0.559711291,-0.559711291,-0.559711291,-0.559711291,-0.559711291,-0.559711291,1.61021371,0.231060747,-0.559711291,0.88918966,-0.559711291,-0.559711291,0.27216595,0.603787441,-0.559711291,1.030052196,0.496872237,0.733070458,-0.559711291,-0.053820362,0.351021371,0.915373592
M74002_at,-0.272318959,-0.305108894,-0.208893579,0.072126573,-0.519233699,-0.519233699,0.128464557,-0.725684577,0.240632297,-0.20115793,0.631325977,0.116133755,2.078496098,0.537349829,-0.355734967,-0.054565432,-0.020131935,0.176760114,0.339410452,-0.650020307,0.596243518,0.605094436,0.25757216,0.56028664,-0.040693258,-1.1041962,-0.075627048,0.116133755,1.72565336,-0.224490434,0.386373931,0.829376438,1.03985017,1.439299684,-1.1041962,-0.061551862,0.170810848,-0.170623562,0.020131935,-1.1041962,-0.890071395,0.518734151,-0.915162376,0.307230046,2.207597518,-0.915162376,-0.178196781,0.307230046,0.234941185,-0.330199875,0.370888683,0.631325977,-0.528883869,-1.047612672,-0.618769373,0.884942807,-1.1041962,-0.915162376,1.013498843,-0.373012958
X72727_at,0.014475687,-1.509683535,-0.947804647,-0.84022476,-0.929308304,-0.207120765,-0.029172198,-0.502829864,-0.317038457,-0.281414547,-0.07927081,0.097999042,1.43428243,0.842160138,0.151110379,-0.83161163,0.070691696,-0.12589697,0.423529374,-0.601877233,-0.429513186,1.009690624,0.544255272,0.061473166,-0.558593135,-0.797664298,-0.014475687,0.338313372,1.731720855,0.661767321,1.040513548,0.106987826,1.68896028,0.291770786,-0.700367096,-0.168646617,0.146758354,0.423529374,-0.069110943,-1.580072863,-0.789300825,-0.147113455,0.047533975,-0.509683535,1.342124986,-0.893012174,-1.258144768,-1.281414547,-0.064057716,-0.141780011,0.507389979,0.03345879,0.547560417,-0.40375009,0.164088233,1.717118554,0.338313372,0.387095745,0.634051943,0.176950384
L07548_at,-0.929666755,-0.189818652,0.571135298,-0.792163231,-0.728032894,0.535001512,1.287563962,0.996332664,-0.678705181,-0.929666755,-0.929666755,-0.666632349,-0.779107078,-0.832055958,0.861105283,1.140722573,-0.018934093,-0.097789514,-0.779107078,0.278226097,0.345340293,-0.518240509,-0.929666755,0.380673366,-0.929666755,0.448844869,-0.464998488,0.246656018,0.386478988,1.018934093,1.109471639,0.105957155,2.37630377,1.207836769,0.167944042,-0.584838258,0.207836769,-0.654659707,-0.818635442,0.996332664,0.077528747,0.084688538,-0.84560249,-0.383698386,-0.105917394,0.055833676,-0.198483513,0.953954062,-0.325595431,-0.164132008,0.167944042,0.380673366,-0.278902196,0.363114995,0.15439751,0.119964013,-0.715541949,-0.105917394,0.018934093,-0.065728304
X72790_at,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.084064265,0,3.304511042,0,0,0,0,0,0,0,0,0,0,0.432959407,0,0,0.378511623,0,0,0,0,0,0,0,0,0,0,0,0
X16665_at,0.650764559,0,0,0,0,0,0.389566812,1.316145742,0,0.201633861,0.286881148,0,0,0,0,0,0,0,0,0,0,0,0,1.321928095,0,0,0,1.59454855,0.887525271,0,0,0.111031312,0,0,0,0,0,0,0,0,0,0,2,0,0.992768431,0,0.389566812,1.35614381,0,1.82374936,0,0,0,0.378511623,0.641546029,1.021479727,0,3.301587647,0,0
L38951_at,0.058300613,-0.0974352,-0.028114139,-1.053267616,0.061651822,-0.850688449,-0.276264308,0.139830498,0.449659115,0.017466895,-0.038840546,0.649957766,-0.0974352,0.048200023,-0.555465917,-0.381553207,-0.332340232,0.222997099,0.340774899,-0.801148988,-0.038840546,0.329698491,-0.807249188,1.051574749,-0.07886744,-1.341164083,-0.150733426,0.536519956,0.647729665,0.222997099,0.738467936,0.462392605,1.34215349,0.622990718,-0.218217023,0.482535272,-0.017466895,-0.555465917,-0.178139583,-0.485321093,-0.104929736,0.698125048,0.517122083,-0.901989678,0.866613818,-0.02455632,-0.576150071,0.47501469,0.098010322,-0.358975359,0.849266574,0.910020605,0.910020605,-0.267827471,0.494983106,0.819882767,-0.377009282,-0.955182617,0.416016272,-0.017466895
X70683_at,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.372952098,1.906890596,0,0,2.298658316,0,0,0,0,0,0,0,0,0,0,0,0.163498732,0,0,0,0,3.298658316,0,0,1.117695043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U12595_at,-0.365284464,-2.189033824,0.351985329,0.898429017,-1.855610091,0.192249548,0.479992941,0.015732926,-1.844205327,-0.783041465,-1.766800824,-1.662965013,-1.724365557,-0.724365557,0.763299742,0.742649233,0.702385362,0.698491446,0.477722767,0.548652937,1.108157592,-0.63813316,0.36186684,0.6387852,-0.783041465,0.578620974,0.306661338,-0.21818017,-0.160464672,0,0.1066892,-0.34504998,0.91026138,0.169925001,-0.35310975,0.610053482,-0.703606997,-0.613721494,0,0.052806359,0.893328145,0.36923381,-0.3612148,-2.038474148,0.900125308,-1.084697165,-0.547487795,-0.084697165,0.049753035,-0.652980924,-0.457850583,0.690671942,0.241251449,-0.950246965,0.13865354,0.354462059,-0.538269265,-0.035228488,-0.232977172,-0.064705689
HG4074-HT4344_at,-0.32192008,0.106579679,-0.333992912,-0.327943867,0.429400807,0.913296382,1.369241825,0.352389906,0.588172948,-0.549330576,-0.268808743,-0.034053821,0.250969589,-0.004809001,0.404184522,-0.364624531,0.070397343,0.15920661,0.318083784,-0.897893797,0.344836512,0.378519638,0.286889163,1.014363308,-0.268808743,0.522733384,-0.494101055,0.230620943,0.845330787,-0.925029927,0.238794875,-0.674221824,1.73408533,0.306464701,-1.358445956,-0.168114744,-0.17352824,-1.195387674,-0.592186055,-0.038986117,-0.666568251,0.267044351,-0.079063556,-0.563474758,1.163506747,-0.599454055,0.163506747,0.818313237,0.004809001,0.488865748,0.08407228,0.443614666,-0.315921339,-0.621480362,-1.206442862,0.532740557,-0.819419739,-0.043935333,-0.333992912,-0.073992566
L38932_at,-1.363124613,-0.43076333,0.310811518,-0.293259806,0.012843322,-0.083664659,0.430000873,1.221837888,-0.97028286,-0.070118127,-1.187094249,0.127014342,0.221837888,0.062884004,0.674914748,0.154199171,0.103298273,-0.920814183,0.150346846,-0.363124613,-0.162927938,-0.396547614,-0.661837994,-0.04781946,-0.576368652,-0.888752974,0.033904937,0.745559443,0.982830753,1.422034563,1.580732309,1.462987172,0.48914876,0.745559443,1.019194154,0.760799321,0.236447583,-0.330458424,-0.065630736,-0.221621932,-0.826692006,-0.012843322,-0.774495795,0.02971714,0.433175121,-0.62836329,-0.341265179,0.780871924,-1.101926865,0.050535612,0.250910812,-0.796634772,-0.374179801,-0.148620101,-0.17254594,0.02971714,-0.849653154,0.08323265,0.127014342,-0.158142875
D42073_at,0.308203132,0.625118963,-1.482568906,0.168195653,0.912493893,-0.841022877,0.208965259,0.028393013,1.050994442,-0.642609319,0.477201249,0.931566627,0.909748517,0.731555899,-0.195687758,-0.519094782,-0.533968059,-0.391715476,-0.888020357,-0.595043635,-0.231607333,-1.482568906,-1.482568906,-1.482568906,-1.126425096,-1.482568906,-1.280935045,0.126240336,1.08302827,-0.391715476,0.287202833,0.365428,0.94235318,-0.166423164,-0.256060376,-0.104057283,-0.2195345,0.898714466,-0.439924569,0.308203132,-0.060335906,0.063399463,0.248614335,-0.564182672,0.77142036,-0.571836244,-0.626579209,0.700123391,-0.280935045,-0.475373405,-0.028393013,-0.104057283,0.953059688,1.324786016,0.703297639,1.804312242,0.879199453,0.804312242,0.502931524,1.149699309
M94362_at,0.157853006,0.140677862,0.152150646,0.256819457,0.496191615,-0.231799175,0.230002792,-0.885474426,0.529563073,-0.180530505,-0.059804606,0.856759689,0.048528015,0.429398911,-0.492598577,0.081904153,0.471219087,0.319215994,0.126207379,0.298715542,0.243473431,-0.220658617,-0.673170822,-0.312289093,-0.501559444,-1.033573065,-0.584814948,0.020634009,-0.127549213,-0.79456593,-0.089896672,-0.778140382,0.25947391,-0.537970084,-0.198632311,-0.360383381,0.029992064,0.188819356,-0.589584192,-0.506060836,-0.360383381,0.202678205,0.137795353,-0.448610564,-0.401724177,-0.589584192,-1.4529495,0.705340801,0.383899363,1.194378882,1.127660976,0.969672595,-0.020634009,-0.103475078,-0.277242146,0.194378882,0.331882406,-0.056499462,-0.079796082,0.248826666
L07648_at,0,0,0.344828497,0,0,1.646162657,2.121015401,0,0,0,0,0,1.063502942,0,0,0,0,0,0,0.475084883,0,0,0.815575429,0,0,0,0,0,2.646162657,1.922197848,3.283921772,2,2.41413553,1.948600847,0.790772038,0,0,0,0,0,0,0,0,0,0,0.310340121,0,0,0,0.526068812,0.084064265,0.722466024,0,0,0,1.604071324,0.201633861,0,0,0
L77701_at,-0.505855155,-0.505855155,0.745106419,-0.505855155,-0.505855155,-0.094428909,2.167701269,0.844642092,-0.505855155,-0.505855155,1.51917364,1.442745693,-0.505855155,0.763177992,1.32196387,-0.505855155,-0.195515034,-0.505855155,-0.304221294,1.102954088,0.689492444,-0.38152702,-0.505855155,-0.505855155,0.427717483,-0.149711345,-0.505855155,-0.138484089,2.010159992,0.508500138,1.932437697,2.340136616,2.4258279,2.319930473,1.117075196,0.910984587,-0.505855155,-0.505855155,1.154069404,0.905571091,-0.505855155,0.010159992,0.365988494,1.853103671,0.4649985,1.670467618,2.772129592,-0.505855155,-0.010159992,0.135690874,-0.505855155,1.676837143,0.144909404,-0.505855155,-0.505855155,1.135690874,-0.505855155,-0.505855155,-0.505855155,-0.505855155
M93036_at,0,0,2.114367025,0,0,0,0,1.182692298,0,0,0,0,0,0,3.200064862,3.277984747,1.765534746,2.060047384,0,2.61117238,2.198494154,0,0,0.895302621,0,0.163498732,0,0,0,0,0,0,0,0,0,0,0,0,0,2.341985747,0,0,0,0,1.163498732,1.416839742,1.925999419,1.384049807,0,0.910732662,1.03562391,1.275007047,0,0,0,0,0,0,1.056583528,0.124328135
M59465_at,0,0.687060688,0,0,0,0.22650853,0.201633861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.14404637,0,0,0.526068812,0,0.201633861,0,1.176322773,0,0,0,3.27202319,0.879705766,0,0,0.555816155,0,0,0,0,0,0,0,0,0,0.35614381,0,0,0,0.344828497,0,0,0,0,0,0.378511623,0,1.384049807,0
U15174_at,1.154596681,-0.135388521,0.439004738,-0.589564414,1.110875304,0.749572971,1.1241314,-0.589564414,1.197031948,-0.279224294,0.528130628,2.203290938,1.266425283,2.682458775,-0.589564414,-0.478533102,-0.589564414,-0.589564414,-0.233420604,-0.589564414,-0.589564414,-0.589564414,-0.589564414,0.388631215,-0.589564414,-0.546920077,-0.023967239,0.023967239,1.480824914,-0.589564414,-0.279224294,1.38128924,2.15889682,-0.589564414,-0.063495603,0.167458832,-0.589564414,-0.589564414,-0.589564414,0.11530755,1.079462351,0.175970332,-0.589564414,0.258432492,1.586758358,-0.256140681,-0.043596045,-0.589564414,-0.023967239,0.313473856,1.752421333,1.410435586,0.916326515,-0.589564414,0.424790879,2.6629118,1.743859319,0.605783184,0.439004738,-0.589564414
